transaction_id,sale_amount,transaction_date,transaction_time,transaction_timestamp,avg_temp,min_temp,max_temp
385,3.1,2019-04-01,14:30:16,2019-04-01T14:30:16Z,3.9,0.0,7.4
390,4,2019-04-01,07:01:20,2019-04-01T07:01:20Z,3.9,0.0,7.4
394,4.75,2019-04-01,09:41:12,2019-04-01T09:41:12Z,3.9,0.0,7.4
399,6.2,2019-04-01,07:08:56,2019-04-01T07:08:56Z,3.9,0.0,7.4
429,4.4,2019-04-01,14:03:34,2019-04-01T14:03:34Z,3.9,0.0,7.4
429,3.25,2019-04-01,14:03:34,2019-04-01T14:03:34Z,3.9,0.0,7.4
432,3.5,2019-04-01,13:50:55,2019-04-01T13:50:55Z,3.9,0.0,7.4
442,3,2019-04-01,09:19:27,2019-04-01T09:19:27Z,3.9,0.0,7.4
443,6,2019-04-01,07:52:36,2019-04-01T07:52:36Z,3.9,0.0,7.4
447,2.2,2019-04-01,10:20:41,2019-04-01T10:20:41Z,3.9,0.0,7.4
448,3.1,2019-04-01,14:36:35,2019-04-01T14:36:35Z,3.9,0.0,7.4
451,9,2019-04-01,07:14:04,2019-04-01T07:14:04Z,3.9,0.0,7.4
453,2.5,2019-04-01,08:56:33,2019-04-01T08:56:33Z,3.9,0.0,7.4
455,3,2019-04-01,11:30:55,2019-04-01T11:30:55Z,3.9,0.0,7.4
459,2.5,2019-04-01,13:27:32,2019-04-01T13:27:32Z,3.9,0.0,7.4
471,7,2019-04-01,13:22:04,2019-04-01T13:22:04Z,3.9,0.0,7.4
474,7,2019-04-01,15:53:55,2019-04-01T15:53:55Z,3.9,0.0,7.4
476,3.75,2019-04-01,10:21:01,2019-04-01T10:21:01Z,3.9,0.0,7.4
482,4.5,2019-04-01,09:21:10,2019-04-01T09:21:10Z,3.9,0.0,7.4
485,6,2019-04-01,13:12:03,2019-04-01T13:12:03Z,3.9,0.0,7.4
486,3.5,2019-04-01,15:53:25,2019-04-01T15:53:25Z,3.9,0.0,7.4
491,3,2019-04-01,10:13:58,2019-04-01T10:13:58Z,3.9,0.0,7.4
495,5,2019-04-01,15:31:14,2019-04-01T15:31:14Z,3.9,0.0,7.4
496,7.5,2019-04-01,11:23:23,2019-04-01T11:23:23Z,3.9,0.0,7.4
505,4.4,2019-04-01,12:39:24,2019-04-01T12:39:24Z,3.9,0.0,7.4
513,2.5,2019-04-01,12:06:29,2019-04-01T12:06:29Z,3.9,0.0,7.4
523,5.1,2019-04-01,16:04:08,2019-04-01T16:04:08Z,3.9,0.0,7.4
525,4,2019-04-01,15:33:36,2019-04-01T15:33:36Z,3.9,0.0,7.4
525,3.5,2019-04-01,15:33:36,2019-04-01T15:33:36Z,3.9,0.0,7.4
533,8.5,2019-04-01,07:57:58,2019-04-01T07:57:58Z,3.9,0.0,7.4
534,2.55,2019-04-01,07:43:05,2019-04-01T07:43:05Z,3.9,0.0,7.4
535,7,2019-04-01,16:33:40,2019-04-01T16:33:40Z,3.9,0.0,7.4
543,9.5,2019-04-01,10:05:01,2019-04-01T10:05:01Z,3.9,0.0,7.4
545,2.5,2019-04-01,18:19:45,2019-04-01T18:19:45Z,3.9,0.0,7.4
545,3.5,2019-04-01,18:19:45,2019-04-01T18:19:45Z,3.9,0.0,7.4
546,5,2019-04-01,17:56:52,2019-04-01T17:56:52Z,3.9,0.0,7.4
550,7.5,2019-04-01,10:47:53,2019-04-01T10:47:53Z,3.9,0.0,7.4
553,2.45,2019-04-01,13:58:11,2019-04-01T13:58:11Z,3.9,0.0,7.4
558,6,2019-04-01,14:29:05,2019-04-01T14:29:05Z,3.9,0.0,7.4
560,2.5,2019-04-01,17:44:52,2019-04-01T17:44:52Z,3.9,0.0,7.4
606,6,2019-04-01,11:50:58,2019-04-01T11:50:58Z,3.9,0.0,7.4
625,5,2019-04-01,07:21:23,2019-04-01T07:21:23Z,3.9,0.0,7.4
633,3.5,2019-04-01,12:57:11,2019-04-01T12:57:11Z,3.9,0.0,7.4
653,3.75,2019-04-01,10:56:14,2019-04-01T10:56:14Z,3.9,0.0,7.4
653,3.5,2019-04-01,10:56:14,2019-04-01T10:56:14Z,3.9,0.0,7.4
656,7,2019-04-01,15:32:25,2019-04-01T15:32:25Z,3.9,0.0,7.4
656,3.75,2019-04-01,15:32:25,2019-04-01T15:32:25Z,3.9,0.0,7.4
662,6.2,2019-04-01,14:53:06,2019-04-01T14:53:06Z,3.9,0.0,7.4
663,4.75,2019-04-01,15:58:36,2019-04-01T15:58:36Z,3.9,0.0,7.4
684,2.5,2019-04-01,13:13:09,2019-04-01T13:13:09Z,3.9,0.0,7.4
684,3.25,2019-04-01,13:13:09,2019-04-01T13:13:09Z,3.9,0.0,7.4
687,6,2019-04-01,11:53:13,2019-04-01T11:53:13Z,3.9,0.0,7.4
694,7.5,2019-04-01,16:19:26,2019-04-01T16:19:26Z,3.9,0.0,7.4
698,3,2019-04-01,12:34:47,2019-04-01T12:34:47Z,3.9,0.0,7.4
715,7.5,2019-04-01,10:23:49,2019-04-01T10:23:49Z,3.9,0.0,7.4
733,2.2,2019-04-01,09:10:08,2019-04-01T09:10:08Z,3.9,0.0,7.4
740,6,2019-04-01,08:15:40,2019-04-01T08:15:40Z,3.9,0.0,7.4
744,7.5,2019-04-01,15:54:56,2019-04-01T15:54:56Z,3.9,0.0,7.4
752,8.5,2019-04-01,12:07:15,2019-04-01T12:07:15Z,3.9,0.0,7.4
753,3.1,2019-04-01,10:30:07,2019-04-01T10:30:07Z,3.9,0.0,7.4
753,3.25,2019-04-01,10:30:07,2019-04-01T10:30:07Z,3.9,0.0,7.4
755,3,2019-04-01,08:37:40,2019-04-01T08:37:40Z,3.9,0.0,7.4
755,3.25,2019-04-01,08:37:40,2019-04-01T08:37:40Z,3.9,0.0,7.4
759,2,2019-04-01,10:22:06,2019-04-01T10:22:06Z,3.9,0.0,7.4
759,3,2019-04-01,10:22:06,2019-04-01T10:22:06Z,3.9,0.0,7.4
760,8.5,2019-04-01,18:08:40,2019-04-01T18:08:40Z,3.9,0.0,7.4
763,3,2019-04-01,11:21:05,2019-04-01T11:21:05Z,3.9,0.0,7.4
775,2.2,2019-04-01,14:06:48,2019-04-01T14:06:48Z,3.9,0.0,7.4
789,7,2019-04-01,15:15:47,2019-04-01T15:15:47Z,3.9,0.0,7.4
790,3.5,2019-04-01,12:11:41,2019-04-01T12:11:41Z,3.9,0.0,7.4
790,3.25,2019-04-01,12:11:41,2019-04-01T12:11:41Z,3.9,0.0,7.4
794,2.5,2019-04-01,11:42:44,2019-04-01T11:42:44Z,3.9,0.0,7.4
797,4.9,2019-04-01,14:18:15,2019-04-01T14:18:15Z,3.9,0.0,7.4
799,2.5,2019-04-01,07:06:29,2019-04-01T07:06:29Z,3.9,0.0,7.4
808,8.5,2019-04-01,08:55:25,2019-04-01T08:55:25Z,3.9,0.0,7.4
814,5,2019-04-01,12:04:14,2019-04-01T12:04:14Z,3.9,0.0,7.4
814,3.25,2019-04-01,12:04:14,2019-04-01T12:04:14Z,3.9,0.0,7.4
818,6,2019-04-01,16:07:25,2019-04-01T16:07:25Z,3.9,0.0,7.4
822,2.5,2019-04-01,13:22:11,2019-04-01T13:22:11Z,3.9,0.0,7.4
836,6,2019-04-01,17:05:05,2019-04-01T17:05:05Z,3.9,0.0,7.4
842,4.5,2019-04-01,10:41:53,2019-04-01T10:41:53Z,3.9,0.0,7.4
852,2.5,2019-04-01,16:28:57,2019-04-01T16:28:57Z,3.9,0.0,7.4
857,5,2019-04-01,09:43:24,2019-04-01T09:43:24Z,3.9,0.0,7.4
859,5,2019-04-01,15:31:10,2019-04-01T15:31:10Z,3.9,0.0,7.4
864,7,2019-04-01,14:12:00,2019-04-01T14:12:00Z,3.9,0.0,7.4
865,5,2019-04-01,07:49:41,2019-04-01T07:49:41Z,3.9,0.0,7.4
878,3,2019-04-01,13:50:09,2019-04-01T13:50:09Z,3.9,0.0,7.4
891,8.5,2019-04-01,12:27:06,2019-04-01T12:27:06Z,3.9,0.0,7.4
893,2.5,2019-04-01,16:41:51,2019-04-01T16:41:51Z,3.9,0.0,7.4
897,6,2019-04-01,07:25:39,2019-04-01T07:25:39Z,3.9,0.0,7.4
909,3,2019-04-01,13:39:41,2019-04-01T13:39:41Z,3.9,0.0,7.4
912,6,2019-04-01,18:14:53,2019-04-01T18:14:53Z,3.9,0.0,7.4
915,5,2019-04-01,18:27:17,2019-04-01T18:27:17Z,3.9,0.0,7.4
921,3,2019-04-01,14:45:16,2019-04-01T14:45:16Z,3.9,0.0,7.4
932,4.4,2019-04-01,12:18:07,2019-04-01T12:18:07Z,3.9,0.0,7.4
933,3,2019-04-01,10:51:17,2019-04-01T10:51:17Z,3.9,0.0,7.4
941,7,2019-04-01,15:13:59,2019-04-01T15:13:59Z,3.9,0.0,7.4
954,4.4,2019-04-01,12:35:53,2019-04-01T12:35:53Z,3.9,0.0,7.4
959,3,2019-04-01,13:08:41,2019-04-01T13:08:41Z,3.9,0.0,7.4
960,3,2019-04-01,13:17:13,2019-04-01T13:17:13Z,3.9,0.0,7.4
960,3.75,2019-04-01,13:17:13,2019-04-01T13:17:13Z,3.9,0.0,7.4
966,3,2019-04-01,13:20:52,2019-04-01T13:20:52Z,3.9,0.0,7.4
966,3.25,2019-04-01,13:20:52,2019-04-01T13:20:52Z,3.9,0.0,7.4
968,6,2019-04-01,09:59:02,2019-04-01T09:59:02Z,3.9,0.0,7.4
976,2.5,2019-04-01,11:54:38,2019-04-01T11:54:38Z,3.9,0.0,7.4
981,2.45,2019-04-01,07:15:02,2019-04-01T07:15:02Z,3.9,0.0,7.4
988,6,2019-04-01,09:41:22,2019-04-01T09:41:22Z,3.9,0.0,7.4
988,3.75,2019-04-01,09:41:22,2019-04-01T09:41:22Z,3.9,0.0,7.4
991,2.5,2019-04-01,07:18:04,2019-04-01T07:18:04Z,3.9,0.0,7.4
994,4.75,2019-04-01,07:07:19,2019-04-01T07:07:19Z,3.9,0.0,7.4
995,3,2019-04-01,10:55:08,2019-04-01T10:55:08Z,3.9,0.0,7.4
995,3.75,2019-04-01,10:55:08,2019-04-01T10:55:08Z,3.9,0.0,7.4
1003,6,2019-04-01,11:03:25,2019-04-01T11:03:25Z,3.9,0.0,7.4
1003,3.5,2019-04-01,11:03:25,2019-04-01T11:03:25Z,3.9,0.0,7.4
1012,3.5,2019-04-01,18:15:55,2019-04-01T18:15:55Z,3.9,0.0,7.4
1023,4.9,2019-04-01,07:41:18,2019-04-01T07:41:18Z,3.9,0.0,7.4
1031,2.5,2019-04-01,08:24:50,2019-04-01T08:24:50Z,3.9,0.0,7.4
1034,3,2019-04-01,07:04:24,2019-04-01T07:04:24Z,3.9,0.0,7.4
1040,3.1,2019-04-01,14:30:58,2019-04-01T14:30:58Z,3.9,0.0,7.4
1048,4.4,2019-04-01,13:30:49,2019-04-01T13:30:49Z,3.9,0.0,7.4
1052,3,2019-04-01,14:18:51,2019-04-01T14:18:51Z,3.9,0.0,7.4
1052,4.5,2019-04-01,14:18:51,2019-04-01T14:18:51Z,3.9,0.0,7.4
1054,3,2019-04-01,10:28:40,2019-04-01T10:28:40Z,3.9,0.0,7.4
1072,3,2019-04-01,11:54:39,2019-04-01T11:54:39Z,3.9,0.0,7.4
1074,6,2019-04-01,07:59:58,2019-04-01T07:59:58Z,3.9,0.0,7.4
1074,3.75,2019-04-01,07:59:58,2019-04-01T07:59:58Z,3.9,0.0,7.4
1077,3,2019-04-01,17:24:39,2019-04-01T17:24:39Z,3.9,0.0,7.4
1082,6,2019-04-01,08:03:55,2019-04-01T08:03:55Z,3.9,0.0,7.4
1082,3.75,2019-04-01,08:03:55,2019-04-01T08:03:55Z,3.9,0.0,7.4
1083,3,2019-04-01,14:02:47,2019-04-01T14:02:47Z,3.9,0.0,7.4
1090,6,2019-04-01,09:35:48,2019-04-01T09:35:48Z,3.9,0.0,7.4
1093,6,2019-04-01,13:00:38,2019-04-01T13:00:38Z,3.9,0.0,7.4
1095,2.55,2019-04-01,12:52:18,2019-04-01T12:52:18Z,3.9,0.0,7.4
1095,3.5,2019-04-01,12:52:18,2019-04-01T12:52:18Z,3.9,0.0,7.4
1105,5,2019-04-01,16:24:11,2019-04-01T16:24:11Z,3.9,0.0,7.4
1106,4.25,2019-04-01,08:08:56,2019-04-01T08:08:56Z,3.9,0.0,7.4
1106,3.5,2019-04-01,08:08:56,2019-04-01T08:08:56Z,3.9,0.0,7.4
1109,6,2019-04-01,12:58:21,2019-04-01T12:58:21Z,3.9,0.0,7.4
1117,6,2019-04-01,18:22:48,2019-04-01T18:22:48Z,3.9,0.0,7.4
1119,3.75,2019-04-01,13:31:24,2019-04-01T13:31:24Z,3.9,0.0,7.4
1121,3,2019-04-01,17:18:07,2019-04-01T17:18:07Z,3.9,0.0,7.4
1121,3.5,2019-04-01,17:18:07,2019-04-01T17:18:07Z,3.9,0.0,7.4
1122,2,2019-04-01,16:22:07,2019-04-01T16:22:07Z,3.9,0.0,7.4
1125,9,2019-04-01,10:51:23,2019-04-01T10:51:23Z,3.9,0.0,7.4
1127,9.5,2019-04-01,07:09:59,2019-04-01T07:09:59Z,3.9,0.0,7.4
1132,5,2019-04-01,07:20:00,2019-04-01T07:20:00Z,3.9,0.0,7.4
1150,2.5,2019-04-01,08:05:46,2019-04-01T08:05:46Z,3.9,0.0,7.4
1154,4.25,2019-04-01,07:19:13,2019-04-01T07:19:13Z,3.9,0.0,7.4
1154,3,2019-04-01,07:19:13,2019-04-01T07:19:13Z,3.9,0.0,7.4
1155,2.5,2019-04-01,15:16:23,2019-04-01T15:16:23Z,3.9,0.0,7.4
1161,3,2019-04-01,15:28:54,2019-04-01T15:28:54Z,3.9,0.0,7.4
1170,2,2019-04-01,07:20:24,2019-04-01T07:20:24Z,3.9,0.0,7.4
1187,3.1,2019-04-01,13:55:26,2019-04-01T13:55:26Z,3.9,0.0,7.4
1195,5,2019-04-01,09:44:20,2019-04-01T09:44:20Z,3.9,0.0,7.4
1201,3,2019-04-01,08:06:19,2019-04-01T08:06:19Z,3.9,0.0,7.4
1202,3.75,2019-04-01,09:55:02,2019-04-01T09:55:02Z,3.9,0.0,7.4
1202,3.25,2019-04-01,09:55:02,2019-04-01T09:55:02Z,3.9,0.0,7.4
1203,5,2019-04-01,09:29:34,2019-04-01T09:29:34Z,3.9,0.0,7.4
1210,3,2019-04-01,11:16:30,2019-04-01T11:16:30Z,3.9,0.0,7.4
1211,7,2019-04-01,10:25:45,2019-04-01T10:25:45Z,3.9,0.0,7.4
1211,3.5,2019-04-01,10:25:45,2019-04-01T10:25:45Z,3.9,0.0,7.4
1216,6,2019-04-01,18:23:34,2019-04-01T18:23:34Z,3.9,0.0,7.4
1217,4.9,2019-04-01,17:19:08,2019-04-01T17:19:08Z,3.9,0.0,7.4
1217,3.5,2019-04-01,17:19:08,2019-04-01T17:19:08Z,3.9,0.0,7.4
1225,3.1,2019-04-01,12:55:27,2019-04-01T12:55:27Z,3.9,0.0,7.4
1225,3.5,2019-04-01,12:55:27,2019-04-01T12:55:27Z,3.9,0.0,7.4
1226,8.5,2019-04-01,13:51:05,2019-04-01T13:51:05Z,3.9,0.0,7.4
1226,3,2019-04-01,13:51:05,2019-04-01T13:51:05Z,3.9,0.0,7.4
1227,2.45,2019-04-01,09:41:37,2019-04-01T09:41:37Z,3.9,0.0,7.4
1228,2,2019-04-01,07:02:56,2019-04-01T07:02:56Z,3.9,0.0,7.4
1233,3.5,2019-04-01,11:57:17,2019-04-01T11:57:17Z,3.9,0.0,7.4
1236,6,2019-04-01,11:21:04,2019-04-01T11:21:04Z,3.9,0.0,7.4
1240,6,2019-04-01,17:09:52,2019-04-01T17:09:52Z,3.9,0.0,7.4
1249,8,2019-04-01,15:26:35,2019-04-01T15:26:35Z,3.9,0.0,7.4
1250,6,2019-04-01,08:45:52,2019-04-01T08:45:52Z,3.9,0.0,7.4
1250,3,2019-04-01,08:45:52,2019-04-01T08:45:52Z,3.9,0.0,7.4
1251,6,2019-04-01,09:32:07,2019-04-01T09:32:07Z,3.9,0.0,7.4
1255,7,2019-04-01,15:39:45,2019-04-01T15:39:45Z,3.9,0.0,7.4
1258,7,2019-04-01,12:45:05,2019-04-01T12:45:05Z,3.9,0.0,7.4
1269,3,2019-04-01,07:09:09,2019-04-01T07:09:09Z,3.9,0.0,7.4
1270,3,2019-04-01,12:22:00,2019-04-01T12:22:00Z,3.9,0.0,7.4
1278,8.5,2019-04-01,14:32:42,2019-04-01T14:32:42Z,3.9,0.0,7.4
1290,6,2019-04-01,15:32:57,2019-04-01T15:32:57Z,3.9,0.0,7.4
1292,4,2019-04-01,16:41:28,2019-04-01T16:41:28Z,3.9,0.0,7.4
1295,7,2019-04-01,07:44:35,2019-04-01T07:44:35Z,3.9,0.0,7.4
1301,4.25,2019-04-01,15:05:18,2019-04-01T15:05:18Z,3.9,0.0,7.4
1312,6,2019-04-01,14:25:39,2019-04-01T14:25:39Z,3.9,0.0,7.4
1315,6,2019-04-01,13:30:26,2019-04-01T13:30:26Z,3.9,0.0,7.4
1329,2.5,2019-04-01,09:10:56,2019-04-01T09:10:56Z,3.9,0.0,7.4
1331,2.5,2019-04-01,14:37:42,2019-04-01T14:37:42Z,3.9,0.0,7.4
1331,3.25,2019-04-01,14:37:42,2019-04-01T14:37:42Z,3.9,0.0,7.4
1338,6,2019-04-01,07:06:11,2019-04-01T07:06:11Z,3.9,0.0,7.4
1348,6,2019-04-01,15:02:45,2019-04-01T15:02:45Z,3.9,0.0,7.4
1349,2.45,2019-04-01,08:49:47,2019-04-01T08:49:47Z,3.9,0.0,7.4
1368,4.75,2019-04-01,09:40:46,2019-04-01T09:40:46Z,3.9,0.0,7.4
1371,5,2019-04-01,16:48:31,2019-04-01T16:48:31Z,3.9,0.0,7.4
1387,6,2019-04-01,11:45:44,2019-04-01T11:45:44Z,3.9,0.0,7.4
1390,3,2019-04-01,10:41:35,2019-04-01T10:41:35Z,3.9,0.0,7.4
1390,3.25,2019-04-01,10:41:35,2019-04-01T10:41:35Z,3.9,0.0,7.4
1411,4.4,2019-04-01,15:46:49,2019-04-01T15:46:49Z,3.9,0.0,7.4
1411,3.5,2019-04-01,15:46:49,2019-04-01T15:46:49Z,3.9,0.0,7.4
1414,6,2019-04-01,15:54:40,2019-04-01T15:54:40Z,3.9,0.0,7.4
1414,3,2019-04-01,15:54:40,2019-04-01T15:54:40Z,3.9,0.0,7.4
1422,5,2019-04-01,09:08:44,2019-04-01T09:08:44Z,3.9,0.0,7.4
1429,9.5,2019-04-01,14:42:39,2019-04-01T14:42:39Z,3.9,0.0,7.4
1430,3.75,2019-04-01,09:07:33,2019-04-01T09:07:33Z,3.9,0.0,7.4
1434,7.5,2019-04-01,13:24:29,2019-04-01T13:24:29Z,3.9,0.0,7.4
1435,5,2019-04-01,11:56:07,2019-04-01T11:56:07Z,3.9,0.0,7.4
1437,5,2019-04-01,07:20:59,2019-04-01T07:20:59Z,3.9,0.0,7.4
1446,4.4,2019-04-01,07:51:55,2019-04-01T07:51:55Z,3.9,0.0,7.4
1447,6,2019-04-01,18:02:21,2019-04-01T18:02:21Z,3.9,0.0,7.4
1460,6,2019-04-01,09:15:09,2019-04-01T09:15:09Z,3.9,0.0,7.4
1468,9.5,2019-04-01,16:00:14,2019-04-01T16:00:14Z,3.9,0.0,7.4
1478,2.5,2019-04-01,13:42:58,2019-04-01T13:42:58Z,3.9,0.0,7.4
1478,3.25,2019-04-01,13:42:58,2019-04-01T13:42:58Z,3.9,0.0,7.4
1483,3.1,2019-04-01,07:48:19,2019-04-01T07:48:19Z,3.9,0.0,7.4
1490,3,2019-04-01,07:12:10,2019-04-01T07:12:10Z,3.9,0.0,7.4
1491,5,2019-04-01,08:58:04,2019-04-01T08:58:04Z,3.9,0.0,7.4
1496,7,2019-04-01,08:54:33,2019-04-01T08:54:33Z,3.9,0.0,7.4
1499,3,2019-04-01,13:41:04,2019-04-01T13:41:04Z,3.9,0.0,7.4
1499,3.75,2019-04-01,13:41:04,2019-04-01T13:41:04Z,3.9,0.0,7.4
1531,4.75,2019-04-01,14:11:56,2019-04-01T14:11:56Z,3.9,0.0,7.4
1545,2.5,2019-04-01,12:00:20,2019-04-01T12:00:20Z,3.9,0.0,7.4
1547,5,2019-04-01,11:31:53,2019-04-01T11:31:53Z,3.9,0.0,7.4
1547,3.5,2019-04-01,11:31:53,2019-04-01T11:31:53Z,3.9,0.0,7.4
1553,3,2019-04-01,17:50:19,2019-04-01T17:50:19Z,3.9,0.0,7.4
1556,8,2019-04-01,08:01:00,2019-04-01T08:01:00Z,3.9,0.0,7.4
1557,6,2019-04-01,13:30:45,2019-04-01T13:30:45Z,3.9,0.0,7.4
1571,2.2,2019-04-01,07:53:55,2019-04-01T07:53:55Z,3.9,0.0,7.4
1580,2.2,2019-04-01,16:29:55,2019-04-01T16:29:55Z,3.9,0.0,7.4
1582,3.75,2019-04-01,09:23:33,2019-04-01T09:23:33Z,3.9,0.0,7.4
